Deposit,Sample,Reference,Fe,Mn,Co,Cu,Ga,Ge,Ag,Cd,In,Sn,Sb,Pb,Deposit type
San Vicente,2019-SV-02,"Torró et al., 2023",14817.64854,12.98144949,56.38609403,3.4,0.111894615,37.45216162,21.07524015,1513.977052,0.005,0.15244119,0.03,714.1295342,MVT
San Vicente,2019-SV-02,"Torró et al., 2023",8905.391865,11.05985308,40.71369781,4.9,0.535262291,46.26621926,14.74623093,1165.139561,0.008,0.148710526,0.04,540.2316923,MVT
San Vicente,2019-SV-02,"Torró et al., 2023",19557.27124,41.23091111,55.21552841,3.4,0.399390294,60.52005072,38.45224567,545.9105669,0.005,0.212498615,0.03,551.2574002,MVT
San Vicente,2019-SV-04,"Torró et al., 2023",14440.03816,68.1502035,46.20157154,3,0.066851846,44.63491072,16.40422045,749.8710886,0.0049,0.200010247,0.025,690.277646,MVT
San Vicente,2019-SV-04,"Torró et al., 2023",14774.70634,60.72668816,43.25699523,3,0.569163763,66.79904472,9.324558993,2458.025249,0.015814429,0.163851702,0.03,1102.84542,MVT
San Vicente,2019-SV-04,"Torró et al., 2023",9395.344563,69.4883765,36.05473967,3,3.202385269,41.79647876,9.228667913,1672.494723,0.024080617,0.264640827,0.028,674.8729074,MVT
San Vicente,2019-SV-04,"Torró et al., 2023",16866.8535,91.45304906,36.36776442,3.4,1.75447914,56.64017073,19.14844676,2065.466693,0.01931705,0.190830647,0.028,979.5028975,MVT
San Vicente,2019-SV-04,"Torró et al., 2023",13399.36984,55.90244523,37.9799351,3,1.552644679,59.18170343,10.75452932,1882.447369,0.016797915,0.230920977,0.028,914.678073,MVT
San Vicente,2019-SV-04,"Torró et al., 2023",11005.76763,11.39422787,60.26238159,3.3,0.433463966,45.71209113,6.099194209,1541.807159,0.011113145,0.176084989,0.029,526.8342253,MVT
San Vicente,2019-SV-04,"Torró et al., 2023",9473.072051,17.50569902,51.76923612,3.8,0.507342932,50.97722104,7.068073394,1460.706338,0.012362757,0.165714843,0.03,706.2034588,MVT
San Vicente,2019-SV-04,"Torró et al., 2023",21269.21512,20.58700688,68.35619959,4.945074162,0.438688114,39.06282921,11.38925282,1824.752987,0.006,0.206229418,0.03,518.0044914,MVT
San Vicente,2019-SV-04,"Torró et al., 2023",12197.85968,11.51174706,55.93586975,4.6,0.267161999,56.35172054,7.384939396,1253.995167,0.008747234,0.213440574,0.035,477.6351366,MVT
San Vicente,2019-SV-06A,"Torró et al., 2023",18475.07364,97.37651094,0.12,3.4,1.120982211,82.38180263,2.513133431,360.8805163,0.011767485,0.312971419,0.024,490.2047288,MVT
San Vicente,2019-SV-06A,"Torró et al., 2023",21183.55964,39.16517818,0.238572253,3,3.325067242,43.24857592,4.575161323,455.8346376,0.028561294,0.541026808,0.026,147.9855561,MVT
San Vicente,2019-SV-06A,"Torró et al., 2023",12995.55999,66.93202703,0.146050869,3.8,5.019298308,86.04498069,10.390758,540.8706242,0.231209066,1.993262421,0.03,150.3629498,MVT
San Vicente,2019-SV-06A,"Torró et al., 2023",22788.32968,25.56590093,0.12,3,5.380127839,44.57183058,8.252566198,557.9563448,0.016888837,0.410440285,0.027,75.12582469,MVT
San Vicente,2019-SV-06A,"Torró et al., 2023",12546.90213,20.3106374,0.207076329,4.812113779,3.484381694,112.6772535,11.0589204,552.8086438,0.008452218,0.323281259,0.024,75.18727143,MVT
San Vicente,2019-SV-06A,"Torró et al., 2023",20567.76697,32.91910408,0.11,3,2.207878235,31.27250755,2.410973271,535.7565559,0.006367443,0.245990918,0.026,90.55828742,MVT
San Vicente,2019-SV-06A,"Torró et al., 2023",19687.09436,74.9171649,0.2142311,3,6.64960671,96.25354211,7.677701324,518.943294,0.040928342,0.599818173,0.029,130.8855041,MVT
San Vicente,2019-SV-06A,"Torró et al., 2023",23232.19283,72.42359537,0.161357779,3.3,6.679140766,52.86061534,4.720816684,704.4934509,0.05966087,0.870001406,0.025,94.84020943,MVT
San Vicente,2019-SV-06B,"Torró et al., 2023",13394.99201,21.30214308,0.407433173,3,1.572696261,93.30525791,12.21255746,560.1637971,0.0058,0.374648694,0.025,74.59698603,MVT
San Vicente,2019-SV-06B,"Torró et al., 2023",17475.18928,35.33967272,0.299794909,3,0.086784285,50.85756609,3.812940812,476.0501429,0.006,0.193892675,0.026,378.8701094,MVT
San Vicente,2019-SV-06B,"Torró et al., 2023",10482.57881,27.5844466,0.506148914,3.970960274,0.14298295,99.25418118,5.067000879,247.3402279,0.0059,0.238459425,0.027,298.3201531,MVT
San Vicente,2019-SV-06B,"Torró et al., 2023",8429.94086,41.23128333,0.393773276,3.3,1.275877095,59.6839767,5.002589881,487.6298313,0.010902059,0.363928258,0.028,1195.10634,MVT
San Vicente,2019-SV-06B,"Torró et al., 2023",11073.57618,26.39554379,0.37775216,3,4.693679328,133.4777597,10.21677953,634.588955,0.01634153,0.401419251,0.029,164.3325807,MVT
San Vicente,2019-SV-06B,"Torró et al., 2023",10926.99336,26.89851442,0.32317994,4.7,9.039428457,134.2749491,21.52557653,724.4934232,0.067424802,0.838534738,0.036,108.9051124,MVT
San Vicente,2019-SV-06B,"Torró et al., 2023",13289.48545,46.88863377,0.33481604,3.5,0.905935887,118.4275747,5.193551876,516.7415431,0.008521815,0.275800773,0.028,285.3617648,MVT
San Vicente,2019-SV-06B,"Torró et al., 2023",18009.86503,21.59181022,0.261966245,3,0.9806985,53.81399148,5.5428057,478.6850216,0.0059,0.281128672,0.025,25.44413501,MVT
San Vicente,2019-SV-06B,"Torró et al., 2023",19462.62288,47.28411819,0.413964899,3.5,13.28728761,82.89416439,13.40562238,500.5081152,0.042791297,1.102433376,0.058602598,86.94950184,MVT
San Vicente,2019-SV-07,"Torró et al., 2023",87.73977653,1.2,0.791055793,43.10540763,0.755758444,177.1575066,6.534737224,1362.919438,0.006,0.184743029,0.029,4.891309045,MVT
San Vicente,2019-SV-07,"Torró et al., 2023",5641.109894,14.1315245,0.1,3.787957622,0.990054686,13.49846932,3.185248442,786.2511165,0.088864663,0.285428763,0.023,20.73593571,MVT
San Vicente,2019-SV-07,"Torró et al., 2023",6682.437423,25.48798542,0.12,10.33415017,0.459115638,87.50470452,7.408693314,873.1612802,0.006,0.194637512,0.027,180.8785793,MVT
San Vicente,2019-SV-07,"Torró et al., 2023",16730.96816,15.44795437,0.256363807,3.6,3.936267544,94.99532137,16.75203603,576.3082425,0.059758574,0.376388363,0.026,34.66485838,MVT
San Vicente,2019-SV-07,"Torró et al., 2023",10035.44427,8.904365809,0.164773244,3.7,0.770835285,37.18521991,19.45695699,840.5238418,0.006,0.304624012,0.026,29.8074563,MVT
San Vicente,2019-SV-07,"Torró et al., 2023",28217.75347,62.759472,0.12,3.6,15.81479943,43.00236485,2.645212597,1099.411373,0.050582883,0.986830299,0.023,312.1491008,MVT
San Vicente,2019-SV-07,"Torró et al., 2023",14380.74739,83.87137659,0.279170778,3.5,7.269981201,108.8395088,1.892991576,484.2501266,0.059604066,0.619395265,0.025,2210.103204,MVT
San Vicente,2019-SV-07,"Torró et al., 2023",12757.14083,75.94843793,0.238128516,5,7.796440437,118.4667647,2.002216259,487.1706078,0.089391633,0.650516123,0.038,2483.552895,MVT
San Vicente,2019-SV-07,"Torró et al., 2023",3000.395106,49.19254343,0.12,8.788976537,3.207636039,92.91670645,33.18550572,1564.785129,0.00849893,0.248032747,0.03,158.0962312,MVT
San Vicente,2019-SV-07,"Torró et al., 2023",10122.43119,24.60939458,0.13,4,1.113176086,23.61605542,6.28504085,736.8131492,0.017806669,0.359500604,0.034,63.93853916,MVT
San Vicente,2019-SV-07,"Torró et al., 2023",17761.54673,19.497384,0.238127923,4.5,20.38307953,136.4048454,11.34582808,617.7806526,0.087591448,3.163399475,0.038,41.07450611,MVT
San Vicente,2019-SV-08A,"Torró et al., 2023",26958.4778,19.57486014,0.141051659,3.8,47.61730841,34.13267925,21.34495331,1251.799672,0.147387879,1.392978906,0.029,79.34995265,MVT
San Vicente,2019-SV-08A,"Torró et al., 2023",22527.44686,48.31927389,0.13,3.7,3.394730873,45.3381278,5.02242023,1228.973634,0.017016085,0.38412204,0.026,409.0908265,MVT
San Vicente,2019-SV-08A,"Torró et al., 2023",12156.55835,70.14330421,0.176582728,3.8,8.308797276,128.6247041,2.989908,537.7344891,0.067800331,0.771683261,0.027,1323.342421,MVT
San Vicente,2019-SV-08A,"Torró et al., 2023",32944.53707,70.4909779,0.154310774,3.7,12.4654152,40.34050905,2.400472391,1429.580897,0.043287808,0.602260094,0.024,362.1302,MVT
San Vicente,2019-SV-08A,"Torró et al., 2023",23364.38892,71.71867543,0.11,3.5,11.81588904,42.31158937,2.945866152,1173.942338,0.071330274,0.985026643,0.027,415.6265367,MVT
San Vicente,2019-SV-08A,"Torró et al., 2023",19598.92707,95.87567664,0.13,3.8,25.48924303,68.70386515,28.47273943,1102.804158,0.261991698,2.591450291,0.094298742,504.1754353,MVT
San Vicente,2019-SV-08A,"Torró et al., 2023",16458.53739,41.1641414,0.17,4.8,0.86664933,39.38738611,11.37296693,873.7994514,0.05948657,0.616638905,0.037,160.4525618,MVT
San Vicente,2019-SV-08A,"Torró et al., 2023",11004.75674,45.22843819,0.12,3.7,1.74859052,79.20239923,8.874449184,421.0684166,0.011144503,0.334195255,0.024,1757.190424,MVT
San Vicente,2019-SV-08A,"Torró et al., 2023",9742.196155,37.72163491,0.12,3.7,0.809519013,60.50161556,4.548842843,410.315029,0.009713321,0.306166772,0.024,1487.790659,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",10442.74034,42.07457013,0.12,3.9,0.687592456,24.72150152,4.041854488,452.7866632,0.131693012,0.993089686,0.03388845,80.86191516,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",12135.00041,7.369191721,0.166164999,3.6,0.088074241,59.46938728,6.489176696,400.4608447,0.0068,0.184601762,0.029,18.9962294,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",21779.94711,68.76007598,0.12,3.7,6.457789358,36.60959151,2.953889571,820.2334155,0.057951664,0.548080809,0.026,121.1690457,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",20666.3087,32.46797008,0.382224556,3.6,9.399147037,71.54354015,12.76059374,729.6272937,0.074102718,0.854998123,0.025,616.1474785,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",9530.901035,25.34345009,0.61241949,3.6,3.138542917,35.32497692,2.445117597,387.6263152,0.035703718,0.385756633,0.03,1048.523935,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",14899.31478,12.85625345,0.500816988,3.9,26.49365304,46.01988458,10.47906725,841.0706527,0.061574421,0.964309648,0.029,55.67642304,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",6305.160313,17.81145158,0.483788504,3.7,4.544012288,22.92698238,2.391891996,699.274194,0.028929207,0.516047323,0.03,576.2208014,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",10413.83741,15.15147967,0.402821924,3.5,11.80658177,66.0934,24.76717579,1603.127635,0.023997803,0.325858709,0.023,85.53713949,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",17677.10772,38.27620326,0.125794781,3.4,80.2473318,19.06838777,28.75114889,3784.187958,0.191078155,2.457615158,0.028597199,113.8704156,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",9694.626691,25.89631159,0.26366416,3.9,21.95450486,89.95539738,10.05203146,1245.376488,0.107422902,0.976091505,0.026,115.6882438,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",9328.914575,37.48231089,0.196367894,4,2.032416357,23.2835127,3.063821074,892.4473934,0.015705467,0.580489581,0.028,161.0964446,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",7538.565261,8.968140251,0.513735418,4,16.61880812,118.2109333,21.673128,1597.573601,0.053722031,0.784450022,0.035,59.96295922,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",9555.548497,81.52784753,0.277864191,4,10.22086732,30.46431407,13.0287947,1150.641781,0.061005624,0.977297005,0.03,97.70597914,MVT
San Vicente,2019-SV-08B,"Torró et al., 2023",4179.305377,3.040728201,0.657119558,3.7,10.93425817,33.84723394,9.399245871,1564.050271,0.008,0.289099124,0.029,40.99909884,MVT
San Vicente,2019-SV-09,"Torró et al., 2023",17823.58266,23.8195017,0.13,3.8,1.51756385,25.62041248,4.553919756,1267.206031,0.007590366,0.228385352,0.029,62.93020215,MVT
San Vicente,2019-SV-09,"Torró et al., 2023",12253.58877,20.98052971,0.13,3.8,1.184707677,99.27438904,6.479248315,737.4962884,0.010220535,0.21404617,0.028,53.94876388,MVT
San Vicente,2019-SV-09,"Torró et al., 2023",14888.82163,8.044072607,0.13,3.7,0.651987935,74.57284584,10.72210328,1202.207873,0.006,0.20128014,0.026,23.01158575,MVT
San Vicente,2019-SV-09,"Torró et al., 2023",16838.89584,20.7612832,0.13,4,1.057630017,33.51201376,5.564342137,853.5408846,0.008,0.350594959,0.03,51.54335527,MVT
San Vicente,2019-SV-09,"Torró et al., 2023",25873.0485,17.2347496,0.309068021,4,5.514402757,111.4848271,9.978076302,428.3500165,0.026315668,0.42202581,0.025,38.62339241,MVT
San Vicente,2019-SV-09,"Torró et al., 2023",16696.74748,15.37737908,0.255173724,3.7,2.26231559,63.34397911,8.830972938,435.539962,0.006,0.316071053,0.027,39.21392056,MVT
San Vicente,2019-SV-09,"Torró et al., 2023",19583.51372,52.15382182,0.255937483,3.7,3.577896121,50.74450668,2.977049628,492.7906144,0.015620274,0.639787924,0.029,270.0549295,MVT
San Vicente,2019-SV-09,"Torró et al., 2023",14490.34946,47.08109379,0.22674293,4,3.904280519,166.9184743,6.884496443,312.2923081,0.010964146,0.294062879,0.028,315.3988856,MVT
San Vicente,2019-SV-09,"Torró et al., 2023",19930.1708,81.44360726,0.342539007,7.780788887,5.835594723,73.3223861,6.367888381,435.3233793,0.0396265,0.703118117,0.043116846,271.5262284,MVT
San Vicente,2019-SV-09,"Torró et al., 2023",17250.97636,31.58907082,0.154286989,4,2.500688129,58.71099277,4.837560565,502.6248233,0.013278627,0.318585551,0.029,140.4400831,MVT
San Vicente,2019-SV-11A,"Torró et al., 2023",9773.559684,35.61626249,12.09976151,3.9,0.121572168,73.94295015,2.681817669,500.427741,0.010217652,0.261185032,0.025,416.9722065,MVT
San Vicente,2019-SV-11A,"Torró et al., 2023",18998.10788,55.86125151,9.835400988,3.9,0.049311974,37.34335387,1.808524942,973.7304756,0.0069,0.157789176,0.028,238.700557,MVT
San Vicente,2019-SV-11A,"Torró et al., 2023",10581.32423,24.36900979,12.49530632,4,0.182424288,143.9852852,4.330342078,733.2436364,0.007463119,0.249462733,0.029,180.0446336,MVT
San Vicente,2019-SV-11A,"Torró et al., 2023",10597.74633,19.11505043,14.57065933,5.54257446,0.077825671,136.7262773,3.680843779,759.4294764,0.008,0.369307961,0.025,126.0530432,MVT
San Vicente,2019-SV-11A,"Torró et al., 2023",21148.88974,35.45014965,13.7564114,3.9,0.03771318,41.53824074,2.165611722,753.471333,0.0068,0.137948786,0.027,85.9275019,MVT
San Vicente,2019-SV-11A,"Torró et al., 2023",20535.99635,23.81560605,20.16601639,3.9,0.056421371,71.11201588,2.9204335,597.9784049,0.0067,0.164355173,0.026,64.44617542,MVT
San Vicente,2019-SV-11A,"Torró et al., 2023",16762.10582,27.38137679,14.32725191,3.9,0.046900597,43.38356285,2.389542438,660.0445763,0.006914964,0.203339323,0.024,67.85503231,MVT
San Vicente,2019-SV-11A,"Torró et al., 2023",16234.8069,21.91909167,17.2583473,4.545939683,0.04907087,62.72659826,2.578097608,531.0636235,0.007,0.157148642,0.026,50.01250368,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",20996.94529,16.39570851,19.58293145,4,0.06769101,65.00258846,3.415282228,745.9317348,0.0069,0.191149641,0.026,25.65169631,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",12378.41005,27.66344784,16.28666666,3.9,0.120140915,54.47816608,4.855911361,603.0515163,0.013011056,0.154675375,0.023,165.649494,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",21542.45567,36.47870286,15.3660724,3.6,0.069909018,39.48043176,2.143338772,783.8466187,0.008600072,0.141105991,0.025,105.7272496,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",19421.7872,20.63949457,18.80278785,3.9,0.095179149,83.1551768,3.355387846,770.0685579,0.008,0.202794264,0.027,85.75359538,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",8341.63965,23.28643621,8.404272495,4.003878097,0.064611331,50.14379734,2.652617759,311.6111752,0.008456081,0.199896358,0.026,755.8379574,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",38866.87566,56.97846745,19.25922734,8,0.174615414,93.7198894,6.833848944,529.0042418,0.016183591,0.305594102,0.055,41.4858883,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",26853.04526,32.32311976,13.40941562,8,0.135991279,167.7277302,6.14521254,342.4055141,0.014,0.314257776,0.05,24.56576949,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",43271.26414,58.61482057,12.34364694,8,0.176425094,132.2588888,6.251235935,432.8306195,0.022038906,0.327285952,0.058,46.33217575,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",34371.36416,48.75237912,6.557895732,7.9,0.842348995,116.5228968,5.287142529,328.1164492,0.01445429,0.297156957,0.05,45.70339679,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",26178.26677,26.00647634,37.22817582,7,0.108708351,179.6769597,7.790043456,428.2649718,0.013,0.215905619,0.05,22.42732801,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",32313.96081,38.61187103,31.79106238,7,0.236575759,106.2489063,6.06981966,550.4058547,0.012,0.249667723,0.05,38.87988056,MVT
San Vicente,2019-SV-11B,"Torró et al., 2023",33634.64227,46.35426776,30.16673756,7,0.153322737,69.81366275,5.755264303,573.8868475,0.013,0.236934769,0.04,41.20776458,MVT
San Vicente,2019-SV-11C,"Torró et al., 2023",29300.67424,23.90085084,22.57028272,6,0.064193221,127.0441872,4.34340867,638.7241662,0.012,0.208046269,0.045,12.97656699,MVT
San Vicente,2019-SV-11C,"Torró et al., 2023",19512.16646,51.21421534,12.37534477,6,0.061931241,118.9794819,5.292130312,404.9845603,0.012,0.292306181,0.04,113.9769559,MVT
San Vicente,2019-SV-11C,"Torró et al., 2023",24787.78592,28.39210809,9.469594347,6,0.105658848,145.3932472,5.260208859,435.0326693,0.012,0.311453515,0.04,47.45559343,MVT
San Vicente,2019-SV-11C,"Torró et al., 2023",23085.83603,34.92621248,9.240777233,6.395024107,0.076364515,80.30615101,6.732500335,467.7499242,0.009,0.260184702,0.04,58.150424,MVT
San Vicente,2019-SV-12A,"Torró et al., 2023",20394.57061,171.6830769,23.38286351,6.9,5.558525103,73.44118775,5.256761219,683.4977381,0.2822979,1.623867361,0.05,346.9607101,MVT
San Vicente,2019-SV-12A,"Torró et al., 2023",43217.20955,49.59155273,35.38524839,5.5,0.229251273,72.43368679,4.780181233,605.753997,0.01,0.246772444,0.036,37.83320812,MVT
San Vicente,2019-SV-12A,"Torró et al., 2023",10056.80403,22.88242559,32.05352391,5.9,0.220124563,62.35298069,13.21600244,311.1699264,0.012383382,0.313886084,0.04,26.64781647,MVT
San Vicente,2019-SV-12A,"Torró et al., 2023",30904.38723,50.14627072,20.23439543,5,0.595650944,42.48157364,5.135923276,994.8264566,0.017247788,0.377430598,0.036,71.4652468,MVT
San Vicente,2019-SV-12A,"Torró et al., 2023",29581.79865,76.64431994,15.65197085,5,0.288718083,48.25121625,2.727159116,939.2276728,0.01,0.295714221,0.035,160.5529338,MVT
San Vicente,2019-SV-12A,"Torró et al., 2023",13195.75674,97.24388707,18.76957291,4.8,1.208250361,49.77203127,2.365808814,474.3201225,0.046254198,0.412683283,0.03,1110.961323,MVT
San Vicente,2019-SV-12A,"Torró et al., 2023",17684.21381,67.57975056,15.76770734,5.318806298,1.223200263,49.72793382,5.405572763,939.9338772,0.01376916,0.746067886,0.03,206.8214632,MVT
San Vicente,2019-SV-12B,"Torró et al., 2023",18177.11556,87.63553804,17.8179726,4.8,1.20790083,54.69415633,5.29690085,830.9084213,0.043814009,0.47673754,0.03,338.3720779,MVT
San Vicente,2019-SV-12B,"Torró et al., 2023",11177.56872,43.56741559,20.13974811,4.9,0.471957653,89.95333491,6.475673655,860.5176816,0.047992203,0.318733002,0.036,48.65555997,MVT
San Vicente,2019-SV-12B,"Torró et al., 2023",18594.33817,23.49591207,19.06830036,4.8,0.569251852,52.00705662,5.084910694,855.2792161,0.022892343,0.451049469,0.035,60.81074011,MVT
San Vicente,2019-SV-12B,"Torró et al., 2023",20654.71294,16.30786191,20.3728005,4,1.071012374,69.46055756,4.251780342,925.1280784,0.018871475,0.486801741,0.03,51.6237357,MVT
San Vicente,2019-SV-13,"Torró et al., 2023",40.71721467,174.4245619,0.09,14.29061471,25.21732563,77.76466692,17.28008573,3406.740402,0.811114774,0.544552683,0.029,117.4110968,MVT
San Vicente,2019-SV-13,"Torró et al., 2023",56.04000325,238.7772127,0.1,5.716221949,14.94392021,150.393872,19.55540665,3068.890513,0.069099898,0.889174761,0.026,313.8056971,MVT
San Vicente,2019-SV-13,"Torró et al., 2023",91.63673363,367.7795371,0.1,3.5,44.3225543,294.192995,10.37325929,4211.554006,0.48273503,0.753759913,0.027,1345.433377,MVT
San Vicente,2019-SV-13,"Torró et al., 2023",68.28656247,242.7316646,0.099,22.17096817,63.86673397,114.682345,32.73577611,4025.563729,0.172044693,0.645826279,0.029,117.1168095,MVT
San Vicente,2019-SV-13,"Torró et al., 2023",106.7363692,247.8396094,0.1,3.4,25.62334841,242.9139824,5.779741689,3170.48234,0.390706618,0.650712051,0.028,1192.60439,MVT
San Vicente,2019-SV-13,"Torró et al., 2023",122.0713945,310.699627,0.11,3.8,53.76994637,309.6131212,12.85199853,3254.925842,0.362928577,0.452581088,0.027,1186.996661,MVT
San Vicente,2019-SV-14,"Torró et al., 2023",25.26312054,278.3297432,0.1,3.5,17.16252083,175.839897,14.35767117,2273.979403,0.128015441,0.269342795,0.027,817.2703998,MVT
San Vicente,2019-SV-14,"Torró et al., 2023",20.06620295,208.7481529,0.1,18.22639406,16.81924847,65.82921663,25.58355142,3364.155927,0.908187711,0.375177176,0.027,122.9340909,MVT
San Vicente,2019-SV-14,"Torró et al., 2023",33.02430269,318.1223299,0.13,18.11788209,71.65617718,201.5745529,32.10508896,3058.446491,0.769227181,1.122807916,0.035,694.5646065,MVT
San Vicente,2019-SV-14,"Torró et al., 2023",47.21670218,308.3783194,0.1,4.111895892,18.6334505,154.9465912,14.77205181,2920.388077,0.189226201,0.369830208,0.029,634.2774436,MVT
San Vicente,2019-SV-14,"Torró et al., 2023",14.57991143,375.9283429,0.1,10.33199964,50.47225462,200.6273026,21.93752038,3440.177576,1.200592988,2.476323997,0.033395987,738.3958508,MVT
San Vicente,2019-SV-14,"Torró et al., 2023",28.92622143,336.439505,0.12,3.8,47.36895401,156.4249045,13.76545877,3645.056131,0.94956297,1.140199306,0.03,730.2488361,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",19,371.4151489,0.19,235.9568509,305.6984778,13.70174022,105.5825807,5964.829248,8.614431963,2.703753335,0.05,48.82997838,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",10,966.8421271,0.1,323.8130444,25.41169191,342.083551,761.1550909,7783.268553,0.256072416,0.321080555,0.027,318.6916517,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",15,466.1828484,0.16,369.7022201,13.69569677,1095.629888,1958.705936,6361.034676,0.538255646,2.135590227,0.04,1091.752036,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",10,614.4355502,0.1,3.5,0.21360639,1284.214181,2584.827047,7191.62081,0.008360172,0.28918032,0.027,14.18466488,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",10,365.0172209,0.12,640.1909005,50.48454321,513.5035079,589.705583,5703.595361,9.961604633,4.304698425,0.026,33.60183351,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",14,1160.801288,0.14,116.0271723,2.326343912,145.6170314,205.0780736,9924.134853,0.07589255,0.461527716,0.04,162.4945203,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",17,683.3187044,0.18,545.9798403,161.4110667,620.725949,1335.181644,6253.593503,2.639859299,0.397706207,0.048,276.5980404,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",11,339.9263218,0.1,55.22138366,30.68084048,1860.869589,3028.772008,4280.604064,0.46934731,0.320888791,0.03,12.63882276,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",13,187.2764473,0.14,432.7033165,388.972057,41.36502609,106.5483881,3887.581318,18.06362277,8.672100556,0.034,0.136603638,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",57.22494586,271.2237326,0.13,626.2408387,63.83351663,375.1760548,414.2215771,4229.51946,8.13235027,5.838064388,0.533284644,31.20893884,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",11,532.7912858,0.12,1149.445886,9.601627423,855.1733447,846.9605485,5631.852249,1.317515216,0.924703869,0.070852578,20.72492792,MVT
San Vicente,2019-SV-15A,"Torró et al., 2023",10,425.2221512,0.12,1651.431046,996.7676785,566.4016732,866.5223074,5126.123037,12.52774262,16.4893038,0.026,49.10119797,MVT
San Vicente,2019-SV-15B,"Torró et al., 2023",11,204.3955227,0.12,1377.768497,5.471512475,966.5046176,627.4148884,4641.456633,2.214173687,1.04467621,0.350815089,4.987198252,MVT
San Vicente,2019-SV-15B,"Torró et al., 2023",13,266.0502535,0.14,93.1886486,87.54359422,0.178155834,15.4150106,4697.036123,3.749962412,0.335291997,0.029,0.097924982,MVT
San Vicente,2019-SV-15B,"Torró et al., 2023",10,524.2807609,0.11,2083.591136,5.98827181,1534.155649,1563.404362,8252.637702,1.241425681,0.697369465,0.03,171.6416131,MVT
San Vicente,2019-SV-15B,"Torró et al., 2023",11,593.3372932,0.13,206.0426198,195.3720511,0.14,30.08153125,4805.124322,4.493872087,0.276699573,0.03,4.241446513,MVT
San Vicente,2019-SV-15B,"Torró et al., 2023",13,272.9793877,0.15,112.4836629,99.06363399,0.163768307,13.95157864,3817.263527,4.994188507,0.223348553,0.036,1.450265985,MVT
San Vicente,2019-SV-15B,"Torró et al., 2023",11,381.1759444,0.13,96.2452808,93.02549873,0.136372284,21.91558794,4497.392421,3.854579606,0.439722668,0.027,6.287556472,MVT
San Vicente,2019-SV-15B,"Torró et al., 2023",11,381.7437532,0.12,95.80216033,92.34030108,0.232892746,27.23876142,4355.983123,3.762377339,0.276684046,0.03,8.290849888,MVT
San Vicente,2019-SV-15B,"Torró et al., 2023",12,486.4453303,0.15,172.3626378,170.7528554,2.051840833,46.11165413,4726.818814,5.822238324,1.439076712,0.03,75.94642204,MVT
San Vicente,2019-SV-15B,"Torró et al., 2023",10,139.1170444,0.11,270.6608173,200.16994,39.32777095,43.18793309,3489.126292,8.189949456,0.638765325,0.024,0.216326498,MVT
San Vicente,2019-SV-15B,"Torró et al., 2023",15,145.7118857,0.18,18.5846412,14.3654803,6.732504923,8.735268976,4981.835622,3.383162542,0.324402555,0.045,0.263031764,MVT
